,genomic element,overlaps,shuffle_overlap1,shuffle_overlap2,shuffle_overlap3,shuffle_overlap4,shuffle_overlap5,fe1,fe2,fe3,fe4,fe5,fe_mean,se
0,ce-11-beds/c-elegans-11-CDS.bed,14760,58083,59874,61914,58896,60934,0.25411910541810856,0.2465176871430003,0.23839519333268727,0.2506112469437653,0.24222929727245873,0.24637450602200403,0.0028178136990304843
1,ce-11-beds/c-elegans-11-promoter.bed,24,46,40,38,36,37,0.5217391304347826,0.6,0.631578947368421,0.6666666666666666,0.6486486486486487,0.6137266786237038,0.025486290973377578
2,ce-11-beds/c-elegans-11-exon.bed,2749,8112,8767,8026,8334,8387,0.33888067061143984,0.31356222196874645,0.3425118365312734,0.3298536117110631,0.32776916656730654,0.3305155014779658,0.005046197820961816
3,ce-11-beds/c-elegans-11-five_prime_UTR.bed,109,521,500,431,415,470,0.2092130518234165,0.218,0.2529002320185615,0.26265060240963856,0.23191489361702128,0.23493575597372757,0.010120370697548049
4,ce-11-beds/c-elegans-11-three_prime_UTR.bed,168,968,970,867,892,894,0.17355371900826447,0.1731958762886598,0.19377162629757785,0.18834080717488788,0.18791946308724833,0.18335629837132766,0.004203995689316517
5,ce-11-beds/c-elegans-11-intron.bed,99651,47453,55573,49910,48701,53083,2.099993677955029,1.7931549493459054,1.9966139050290523,2.046179749902466,1.8772676751502364,1.9626419914765378,0.056130546545578974
6,ce-11-beds/c-elegans-11-gene.bed,10145,10600,10588,10272,10516,10324,0.9570754716981132,0.958160181337363,0.987636292834891,0.9647204260174972,0.9826617590081363,0.9700508261792,0.006349979089976622
7,ce-11-beds/c-elegans-11-lincRNA.bed,88,206,239,225,217,224,0.42718446601941745,0.3682008368200837,0.39111111111111113,0.4055299539170507,0.39285714285714285,0.39697670214496117,0.009656845929881495
8,ce-11-beds/c-elegans-11-miRNA.bed,2,14,13,2,4,7,0.14285714285714285,0.15384615384615385,1.0,0.5,0.2857142857142857,0.4164835164835165,0.15943915106826917
9,ce-11-beds/c-elegans-11-ncRNA.bed,166,237,206,205,198,212,0.70042194092827,0.8058252427184466,0.8097560975609757,0.8383838383838383,0.7830188679245284,0.7874811975032118,0.023476563373622545
10,ce-11-beds/c-elegans-11-TSS_region.bed,268,1143,1151,1172,1162,1120,0.23447069116360456,0.23284100781928757,0.22866894197952217,0.2306368330464716,0.2392857142857143,0.23318063765892005,0.0018149089082066692
