"","GENEID","SYMBOL","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"45","ENSG00000004399","PLXND1",1892.02289057815,3.56624981469884e-05,0.00144267917491192,0.006373097105002,0.999995864145498
"46","ENSG00000004455","AK2",2649.43643090675,0.000128387968799458,0.00144523412088114,0.771270545060871,0.999995864145498
"47","ENSG00000004468","CD38",419.083279806764,-7.59157850643683e-06,0.00144261157662307,0.354668196212264,0.999995864145498
"48","ENSG00000004478","FKBP4",6941.77280272659,3.8834021883158e-06,0.00144242095118682,0.784156527076974,0.999995864145498
"49","ENSG00000004487","KDM1A",2535.97678176625,0.00032618228484789,0.00146157047566551,0.325641035582303,0.999995864145498
"50","ENSG00000004534","RBM6",996.893894189549,3.28414545364119e-05,0.00144266326822101,0.426247293632515,0.999995864145498
"51","ENSG00000004660","CAMKK1",442.696482962999,3.81356064444332e-06,0.00144261928959752,0.612780731329859,0.999995864145498
"52","ENSG00000004700","RECQL",1980.89141294993,-2.18173998004501e-05,0.00144246166522416,0.608143756305823,0.999995864145498
"53","ENSG00000004766","VPS50",575.340989335328,4.46462561163304e-06,0.00144254360021628,0.673430882544162,0.999995864145498
"54","ENSG00000004776","HSPB6",7.10634607233027,-8.12655977800333e-07,0.00144269265753568,0.544389305195022,0.999995864145498
"55","ENSG00000004777","ARHGAP33",87.0126938142073,-8.81087143387013e-07,0.00144266573533602,0.847227277098387,0.999995864145498
"56","ENSG00000004779","NDUFAB1",1160.50966984147,2.76481363051634e-06,0.00144245629595965,0.60578267971695,0.999995864145498
"57","ENSG00000004799","PDK4",4730.71877662378,1.6687653265203e-05,0.00144243415210439,0.264262388123071,0.999995864145498
"58","ENSG00000004838","ZMYND10",6.97766852549724,8.29587678361621e-07,0.00144269269173529,0.537185469022941,0.999995864145498
"59","ENSG00000004846","ABCB5",2.58658933979006,-9.5534556833663e-08,0.00144269414509831,0.904243815898096,0.999995864145498
"60","ENSG00000004848","ARX",144.81303538423,-2.25343313938536e-06,0.00144265549270917,0.675377825984509,0.999995864145498
"61","ENSG00000004864","SLC25A13",2197.84005613481,-1.10032142469313e-06,0.00144243660303362,0.93506643588681,0.999995864145498
"62","ENSG00000004866","ST7",533.77173117392,2.93576496731892e-05,0.00144272529900107,0.0764129357854296,0.999995864145498
"63","ENSG00000004897","CDC27",4581.34919675317,-3.04627511631048e-05,0.00144250864798746,0.575547753110811,0.999995864145498
"64","ENSG00000004961","HCCS",1339.0320967887,-2.59326076559084e-06,0.00144245143019329,0.844541956980605,0.999995864145498
"65","ENSG00000004975","DVL2",1323.88671536626,1.93282116442928e-05,0.00144253994147547,0.123722936762852,0.999995864145498
"66","ENSG00000005001","PRSS22",9.2609520645421,8.45706180763435e-07,0.00144269186570176,0.585382943101996,0.999995864145498
"67","ENSG00000005007","UPF1",1974.96989296681,2.36107149378284e-05,0.00144247482124051,0.510328431570861,0.999995864145498
"68","ENSG00000005020","SKAP2",2135.73827087719,1.25751219020642e-06,0.0014425296048825,0.909369159567295,0.999995864145498
"69","ENSG00000005022","SLC25A5",12110.236915197,-2.86499070330877e-06,0.00144222898154493,0.875357881223014,0.999995864145498
"70","ENSG00000005059","MCUB",596.688059195014,-1.31766009066283e-06,0.00144256231571303,0.891943859906307,0.999995864145498
"71","ENSG00000005073","HOXA11",13.1590764104832,7.01213807901999e-07,0.00144269126967856,0.676289034912621,0.999995864145498
"72","ENSG00000005075","POLR2J",974.330972438967,-9.0329869124595e-06,0.001442561576804,0.867440734855156,0.999995864145498
"73","ENSG00000005100","DHX33",2005.48018279587,1.5057900337777e-05,0.00144244865879561,0.287856078906433,0.999995864145498
"74","ENSG00000005108","THSD7A",1884.40785622168,-4.65949432363317e-06,0.00144251495948143,0.684929113122832,0.999995864145498
"75","ENSG00000005156","LIG3",1365.07262415951,5.20118826166321e-06,0.00144244583114477,0.701390843890398,0.999995864145498
"76","ENSG00000005175","RPAP3",2240.7172911303,-1.3886808978794e-05,0.00144238270301907,0.35667144833696,0.999995864145498
"77","ENSG00000005187","ACSM3",378.348666888562,-6.89529201114e-06,0.00144261449940198,0.388516119213259,0.999995864145498
"78","ENSG00000005189","AC004381.6",140.168893620847,6.26722371283268e-06,0.00144266336231829,0.23471169113642,0.999995864145498
"79","ENSG00000005194","CIAPIN1",1652.49495641705,-4.38408250117682e-06,0.00144244364077151,0.745681907714561,0.999995864145498
"80","ENSG00000005206","SPPL2B",326.005144074503,8.06277139155789e-06,0.00144260841735503,0.337891418172749,0.999995864145498
"81","ENSG00000005238","FAM214B",306.980639173778,-3.85631406695603e-07,0.00144260731816693,0.9604452043564,0.999995864145498
"82","ENSG00000005243","COPZ2",107.642444568042,4.68713707536928e-07,0.00144266276594604,0.923967333090145,0.999995864145498
"83","ENSG00000005249","PRKAR2B",400.442715876017,9.05651431452751e-06,0.00144260173803981,0.304300271865706,0.999995864145498
"84","ENSG00000005302","MSL3",845.111445080866,-2.60922824712635e-06,0.00144252749464638,0.778546687906565,0.999995864145498
"85","ENSG00000005339","CREBBP",1904.31268455539,2.68156301455637e-05,0.00144254148356253,0.0794611259942003,0.999995864145498
"86","ENSG00000005421","PON1",16.7615646749469,5.17975665736369e-07,0.00144268941785529,0.799514817986094,0.999995864145498
"87","ENSG00000005436","GCFC2",484.153942075138,-1.71274430230962e-06,0.00144257205038491,0.855128762712528,0.999995864145498
"88","ENSG00000005448","WDR54",826.338216033962,1.22721232720141e-05,0.00144257835339595,0.227219042970944,0.999995864145498
"89","ENSG00000005469","CROT",648.23551774323,-9.72786661506423e-06,0.00144258938248323,0.299427569529629,0.999995864145498
"90","ENSG00000005471","ABCB4",11.3232260177254,-2.30366667177813e-07,0.00144269131949495,0.886616306116968,0.999995864145498
"91","ENSG00000005483","KMT2E",1660.90060124312,-1.77663124684882e-05,0.00144245861645402,0.510444017003624,0.999995864145498
"92","ENSG00000005486","RHBDD2",1731.87879100104,-4.26451744659428e-06,0.00144247949487987,0.733528934312102,0.999995864145498
"93","ENSG00000005513","SOX8",8.77296091717461,9.95090000183429e-07,0.00144269229690923,0.495914248794757,0.999995864145498
"94","ENSG00000005700","IBTK",3815.35802213615,-2.01321301210946e-05,0.00144251167244286,0.136454332490695,0.999995864145498
"95","ENSG00000005801","ZNF195",682.811887847229,-7.77982991172773e-06,0.00144257331309832,0.424977930370504,0.999995864145498
"96","ENSG00000005810","MYCBP2",1410.41415610879,4.50256195743634e-05,0.00144288860312733,0.751581585585408,0.999995864145498
"97","ENSG00000005812","FBXL3",807.056387557893,-8.40865991821965e-06,0.00144255814364036,0.409305582354885,0.999995864145498
"98","ENSG00000005844","ITGAL",20.6580624126717,-1.49294655280023e-06,0.00144268841009376,0.506236471723792,0.999995864145498
"99","ENSG00000005882","PDK2",362.362006192525,-5.23943027431091e-06,0.00144260561304129,0.364927992144376,0.999995864145498
"100","ENSG00000005884","ITGA3",10476.7723012001,-6.28645206498814e-06,0.00144228462224472,0.716305465823206,0.999995864145498
"101","ENSG00000005889","ZFX",972.355918293425,-1.46480066882775e-06,0.00144253253801101,0.892959881862752,0.999995864145498
"102","ENSG00000005893","LAMP2",5269.90210293862,-2.23653758512148e-05,0.00144243093965062,0.159551824546789,0.999995864145498
"103","ENSG00000005961","ITGA2B",22.5221463541139,-3.32878084470582e-07,0.00144268787783431,0.881907466851711,0.999995864145498
"104","ENSG00000005981","ASB4",136.587475947596,-5.2555975514698e-06,0.00144265687099895,0.423823816531641,0.999995864145498
"105","ENSG00000006007","GDE1",2828.51403107694,4.68357212691697e-05,0.00144270226536048,0.515773687932609,0.999995864145498
"106","ENSG00000006015","C19orf60",358.605719575174,8.43224838409207e-06,0.00144261718901354,0.296620074546219,0.999995864145498
"107","ENSG00000006016","CRLF1",36.5503078518728,1.31459489890324e-06,0.00144268289482512,0.662171691370261,0.999995864145498
"108","ENSG00000006025","OSBPL7",154.455524815769,-6.60407220579547e-06,0.00144265767946553,0.747046947632716,0.999995864145498
"109","ENSG00000006042","TMEM98",541.963634099197,1.89024821870697e-06,0.00144256032766389,0.84903909175488,0.999995864145498
"110","ENSG00000006047","YBX2",9.41741569043272,-4.74474569121268e-07,0.00144269219757297,0.741069656441555,0.999995864145498
"111","ENSG00000006062","MAP3K14",612.812511791686,1.42080502624264e-06,0.0014425441852387,0.892521859780822,0.999995864145498
"112","ENSG00000006071","ABCC8",36.7126343107858,3.72714454422145e-07,0.00144268392210137,0.89717344065899,0.999995864145498
"113","ENSG00000006118","TMEM132A",2002.33095864996,2.82968252082128e-06,0.00144247230884674,0.824757794178323,0.999995864145498
"114","ENSG00000006125","AP2B1",13133.4885298858,-4.13557654691715e-06,0.00144223277075177,0.820709975236296,0.999995864145498
"115","ENSG00000006194","ZNF263",408.274854491519,8.00150015221421e-06,0.00144259664117725,0.368752899117625,0.999995864145498
"116","ENSG00000006210","CX3CL1",7.94469244470453,1.25108117489694e-07,0.00144269216211672,0.932989748908938,0.999995864145498
"117","ENSG00000006282","SPATA20",1772.11717545998,-1.50290329911809e-06,0.0014424697502782,0.915980370538864,0.999995864145498
"118","ENSG00000006283","CACNA1G",430.538711175457,1.87262427007352e-05,0.00144265031153838,0.417130494640866,0.999995864145498
"119","ENSG00000006327","TNFRSF12A",1578.82950364866,2.4564704164561e-05,0.00144255008680382,0.0673383707362212,0.999995864145498
"120","ENSG00000006432","MAP3K9",975.938214432027,-4.88075229265164e-06,0.0014424826311838,0.666901397421145,0.999995864145498
"121","ENSG00000006451","RALA",1343.28055338974,-2.2596058264375e-06,0.00144243488390345,0.868539347878362,0.999995864145498
"122","ENSG00000006453","BAIAP2L1",1952.76310186273,-7.51999548973184e-06,0.0014423684342843,0.628644030985793,0.999995864145498
"123","ENSG00000006459","KDM7A",176.314009208165,1.50342809961426e-06,0.00144264746881886,0.799401224730754,0.999995864145498
"124","ENSG00000006468","ETV1",662.046398651199,1.55060241764335e-05,0.0014425661122098,0.190263327172756,0.999995864145498
"125","ENSG00000006530","AGK",870.048909915661,-4.99540961495728e-07,0.00144253308523811,0.96235620547946,0.999995864145498
"126","ENSG00000006534","ALDH3B1",5141.61050548237,1.04055785170187e-05,0.00144250141597824,0.655464841778495,0.999995864145498
"127","ENSG00000006576","PHTF2",1069.42415245015,7.83278678595319e-06,0.00144252591174604,0.492139960995836,0.999995864145498
"128","ENSG00000006606","CCL26",55.4830028074213,-6.06394584748464e-06,0.00144268308233561,0.0955320330532785,0.999995864145498
"129","ENSG00000006607","FARP2",580.322134591651,2.81320422275428e-05,0.0014426956043839,0.0525713141711108,0.999995864145498
"130","ENSG00000006611","USH1C",81.1101699027056,4.75519114997183e-07,0.00144267568321668,0.900441311287597,0.999995864145498
"131","ENSG00000006625","GGCT",1282.76788541502,8.15483963696819e-05,0.001443614208012,0.919842696773945,0.999995864145498
"132","ENSG00000006634","DBF4",1083.42882794531,-3.92583980661774e-05,0.00144277800663636,0.722306343042299,0.999995864145498
"133","ENSG00000006638","TBXA2R",6.53261779891508,-6.56692539012119e-07,0.00144269266482308,0.620008611547683,0.999995864145498
"134","ENSG00000006652","IFRD1",286.977032938397,2.27375406905198e-06,0.00144263613998228,0.956259601727558,0.999995864145498
"135","ENSG00000006695","COX10",651.240600720535,9.06420949990635e-06,0.0014425457428791,0.410791867824155,0.999995864145498
"136","ENSG00000006704","GTF2IRD1",511.741040503823,-4.11783437360667e-06,0.00144256453015396,0.673502711872766,0.999995864145498
"137","ENSG00000006712","PAF1",2965.12896029926,4.12681744456525e-06,0.00144229787820685,0.940642064030908,0.999995864145498
"138","ENSG00000006715","VPS41",2399.32676254542,1.05257512009555e-05,0.00144241592376622,0.863264530517024,0.999995864145498
"139","ENSG00000006740","ARHGAP44",231.352610867191,1.30997059311544e-05,0.00144265414996172,0.259592073931322,0.999995864145498
"140","ENSG00000006744","ELAC2",3068.85813416808,-5.9183607051033e-05,0.00144297082281804,0.819492434438065,0.999995864145498
"141","ENSG00000006747","SCIN",42.9793888216223,-6.04932156682309e-07,0.00144268108888147,0.847536252641811,0.999995864145498
"142","ENSG00000006756","ARSD",870.604468123732,5.55511443001671e-06,0.00144254292191935,0.603030113314483,0.999995864145498
"143","ENSG00000006757","PNPLA4",316.375798932469,-7.24360609608314e-06,0.00144261285117786,0.520467447495075,0.999995864145498
"144","ENSG00000006831","ADIPOR2",4077.15550973111,-1.25756975454188e-05,0.00144235485502798,0.637603850193431,0.999995864145498
"145","ENSG00000006837","CDKL3",23.5782091937006,1.16569543311956e-06,0.00144268714599671,0.632226051240613,0.999995864145498
"146","ENSG00000007047","MARK4",333.623615751867,-1.07616933135248e-05,0.00144262922112194,0.171421211630209,0.999995864145498
"147","ENSG00000007062","PROM1",4.30899424682919,3.12978319395417e-07,0.00144269358171839,0.763473370215815,0.999995864145498
"148","ENSG00000007080","CCDC124",1329.12108069392,-4.37857358195964e-06,0.00144247969062859,0.72675088921224,0.999995864145498
"149","ENSG00000007168","PAFAH1B1",5351.90588622739,-4.61662133401738e-06,0.00144239590411012,0.753968856790237,0.999995864145498
"150","ENSG00000007171","NOS2",3.91894808313697,-2.82095695557393e-07,0.00144269373231576,0.770631272653399,0.999995864145498
"151","ENSG00000007202","KIAA0100",7970.77790845377,-5.07701526259112e-06,0.00144223745818835,0.780182558913529,0.999995864145498
"152","ENSG00000007216","SLC13A2",4.66733214049634,-1.3244901758052e-06,0.00144269383611541,0.209322933268821,0.999995864145498
"153","ENSG00000007237","GAS7",127.000908157943,7.45906379427885e-06,0.00144268273735332,0.0224595510647181,0.999995864145498
"154","ENSG00000007255","TRAPPC6A",475.036327209921,-5.03322903658723e-06,0.00144260038295362,0.551002693146262,0.999995864145498
"155","ENSG00000007264","MATK",5.73735637446763,1.4991131822204e-07,0.0014426937181137,0.880502703711158,0.999995864145498
"156","ENSG00000007306","CEACAM7",10.032528852428,5.08467267724414e-07,0.001442691844177,0.741105806336387,0.999995864145498
"157","ENSG00000007314","SCN4A",3.34111031752375,5.69208445362997e-07,0.00144269413310394,0.499872224641175,0.999995864145498
"158","ENSG00000007341","ST7L",257.894891230307,-1.058081868257e-06,0.0014426200243264,0.878182129253589,0.999995864145498
"159","ENSG00000007372","PAX6",96.8591223824339,1.17053095113267e-05,0.00144268795479948,0.0124487414847953,0.999995864145498
"160","ENSG00000007376","RPUSD1",596.235044387206,6.34174849127039e-07,0.0014425633696806,0.952178615016555,0.999995864145498
"161","ENSG00000007384","RHBDF1",406.443282139533,1.55751092397048e-05,0.00144263373956204,0.315895903261953,0.999995864145498
"162","ENSG00000007392","LUC7L",759.299647297465,2.17144243679691e-06,0.00144254513779053,0.703581451416428,0.999995864145498
"163","ENSG00000007402","CACNA2D2",28.0224202022637,2.66935998288501e-06,0.00144268695389258,0.305115700439526,0.999995864145498
"164","ENSG00000007516","BAIAP3",25.2850652593777,-1.28745255951086e-07,0.0014426860687175,0.958062710856253,0.999995864145498
"165","ENSG00000007520","TSR3",924.032729998555,7.64809807672826e-06,0.0014425215092916,0.507081479078235,0.999995864145498
"166","ENSG00000007541","PIGQ",525.451627271206,1.14222916430216e-06,0.00144257942245261,0.918079582840549,0.999995864145498
"167","ENSG00000007545","CRAMP1",353.839790676253,6.538527748723e-06,0.00144261572508439,0.40910450197375,0.999995864145498
"168","ENSG00000007866","TEAD3",168.79829277547,5.65153278866055e-06,0.00144264894169475,0.355361745078178,0.999995864145498
"169","ENSG00000007923","DNAJC11",1203.71610589811,1.03825990473082e-05,0.00144245121301057,0.37966345194833,0.999995864145498
"170","ENSG00000007944","MYLIP",355.031545570298,3.27550353536769e-06,0.00144259653875172,0.691588198220372,0.999995864145498
"171","ENSG00000007952","NOX1",17.0788800544749,-1.17749309504987e-06,0.00144268990259272,0.549398508170416,0.999995864145498
"172","ENSG00000007968","E2F2",318.928604844112,-4.89743535544962e-06,0.0014426089464362,0.451227373992798,0.999995864145498
"173","ENSG00000008018","PSMB1",2415.38838448914,-9.42979133603514e-06,0.0014424734915591,0.831933331033962,0.999995864145498
"174","ENSG00000008056","SYN1",4.11777806143409,-7.63037588316754e-07,0.00144269393426875,0.414349329226311,0.999995864145498
"175","ENSG00000008083","JARID2",516.755804411982,-8.72721145036247e-09,0.00144256187595636,0.970311367623685,0.999995864145498
"176","ENSG00000008086","CDKL5",730.620295065994,-1.52992863014581e-05,0.00144258943119792,0.135972533976975,0.999995864145498
"177","ENSG00000008118","CAMK1G",3.0539546542763,1.22583160897247e-06,0.00144269430989713,0.156656053977385,0.999995864145498
"178","ENSG00000008128","CDK11A",242.824337937608,3.98183163467592e-06,0.00144262034230611,0.595068879326899,0.999995864145498
"179","ENSG00000008130","NADK",905.167444584832,0.000118277658884849,0.001444942734744,0.674467678636927,0.999995864145498
"180","ENSG00000008196","TFAP2B",27.3522819544416,2.31207510259644e-06,0.00144269138461374,0.207007347800517,0.999995864145498
"181","ENSG00000008256","CYTH3",1382.8038380347,-3.76415343681514e-07,0.00144248581843561,0.766212148311351,0.999995864145498
"182","ENSG00000008277","ADAM22",179.618270187483,4.38209369304503e-06,0.00144264380257714,0.485591531764993,0.999995864145498
"183","ENSG00000008282","SYPL1",3828.28661324481,-4.30563783538463e-06,0.00144233432165011,0.33213559050539,0.999995864145498
"184","ENSG00000008283","CYB561",1067.03313624896,-2.18629788637255e-06,0.00144245631702022,0.867966497218304,0.999995864145498
"185","ENSG00000008294","SPAG9",4227.70160416787,7.67237420175721e-08,0.00144241593156784,0.99609006289811,0.999995864145498
"186","ENSG00000008300","CELSR3",450.676748150363,1.06058839331852e-05,0.00144262953815301,0.176244732538701,0.999995864145498
"187","ENSG00000008311","AASS",23.7688902958037,1.52300571721378e-06,0.00144268756368368,0.524560075797865,0.999995864145498
"188","ENSG00000008323","PLEKHG6",117.094325128558,1.3828045260332e-06,0.0014426596751242,0.78642805335703,0.999995864145498
"189","ENSG00000008324","SS18L2",308.951872436832,-1.60106117453581e-06,0.00144260919459859,0.838226221648601,0.999995864145498
"190","ENSG00000008382","MPND",155.421806226478,1.38398151612722e-06,0.00144264768814809,0.814633585369407,0.999995864145498
"191","ENSG00000008394","MGST1",11423.6820164146,6.21755157735003e-05,0.00144291891731264,0.286365923162123,0.999995864145498
"192","ENSG00000008405","CRY1",498.37815116896,-3.96214396399102e-06,0.00144256420578927,0.685637392996929,0.999995864145498
"193","ENSG00000008441","NFIX",362.730265888899,-2.63449554499158e-06,0.00144259903696277,0.534522904922749,0.999995864145498
"194","ENSG00000008513","ST3GAL1",574.637794487385,7.75978422987491e-07,0.0014425713781286,0.935444979705888,0.999995864145498
"195","ENSG00000008516","MMP25",11.8133937340467,1.72401022828592e-06,0.00144269183908478,0.294987005339392,0.999995864145498
"196","ENSG00000008517","IL32",27.6866470901662,-9.07035163032754e-07,0.00144268608697255,0.721630309300164,0.999995864145498
"197","ENSG00000008710","PKD1",837.430710218328,3.71867274804613e-06,0.00144256119347469,0.708496941552034,0.999995864145498
"198","ENSG00000008735","MAPK8IP2",143.093495702248,6.60995293869054e-06,0.00144266084932242,0.273065046595189,0.999995864145498
"199","ENSG00000008838","MED24",1574.88457534696,1.36871401117225e-05,0.00144242930377932,0.57936402091163,0.999995864145498
"200","ENSG00000008853","RHOBTB2",1143.98475014831,4.2151791965683e-06,0.00144260242686456,0.612911035231274,0.999995864145498
"201","ENSG00000008869","HEATR5B",777.820439131634,-9.16411962416194e-06,0.0014425305189932,0.273913646084779,0.999995864145498
"202","ENSG00000008952","SEC62",4831.57130943404,-4.67404492491464e-06,0.00144228097026399,0.787108981941757,0.999995864145498
"203","ENSG00000008988","RPS20",12531.5916230453,-2.27731158737855e-06,0.00144246065419854,0.860313204414537,0.999995864145498
"204","ENSG00000009307","CSDE1",9909.27531772983,-4.07088353259033e-05,0.00144244557481682,0.944463931382982,0.999995864145498
"205","ENSG00000009335","UBE3C",3572.20515578759,-1.14688435305375e-05,0.00144238913430039,0.45588196305329,0.999995864145498
"206","ENSG00000009413","REV3L",616.55830390789,-7.80433499391537e-06,0.00144262726889892,0.298505624448768,0.999995864145498
"207","ENSG00000009709","PAX7",124.903466168068,2.3815008873953e-06,0.00144265622981421,0.657934092404463,0.999995864145498
"208","ENSG00000009724","MASP2",10.5059223702638,-9.03214184269234e-07,0.00144269238114485,0.523294621028068,0.999995864145498
"209","ENSG00000009780","FAM76A",142.985687050844,2.53836600651005e-06,0.00144264798559292,0.667768910979678,0.999995864145498
"210","ENSG00000009830","POMT2",976.792859582251,2.06555000488683e-05,0.00144258545416617,0.0588706956371547,0.999995864145498
"211","ENSG00000009844","VTA1",1662.79606618196,-1.71833743174785e-05,0.00144247515288939,0.218879320625108,0.999995864145498
"212","ENSG00000009950","MLXIPL",38.4870301445827,-3.30252646583581e-07,0.00144268254483679,0.910665025255539,0.999995864145498
"213","ENSG00000009954","BAZ1B",5541.41487057216,4.78956895653678e-06,0.00144235137402253,0.763068131951284,0.999995864145498
"214","ENSG00000010017","RANBP9",799.277228194123,-4.12516501043064e-06,0.00144251972359727,0.96128668920292,0.999995864145498
"215","ENSG00000010072","SPRTN",530.942142616988,-1.4629126571948e-05,0.00144258428323049,0.156398985822927,0.999995864145498
"216","ENSG00000010165","METTL13",2491.88701632467,3.21904377476043e-07,0.00144239598957585,0.983319119729389,0.999995864145498
"217","ENSG00000010219","DYRK4",418.081976939697,7.45245658208014e-07,0.00144258614479235,0.933953363107488,0.999995864145498
"218","ENSG00000010244","ZNF207",4310.01337119973,-9.35191501292048e-06,0.00144233766479936,0.558049205042927,0.999995864145498
"219","ENSG00000010256","UQCRC1",2934.27286894469,-1.67087313777016e-06,0.00144238530101803,0.910440356979758,0.999995864145498
"220","ENSG00000010270","STARD3NL",1477.29034068803,5.82325503026498e-06,0.00144242319495251,0.826523001156178,0.999995864145498
"221","ENSG00000010278","CD9",2161.91562248801,-2.95331464832548e-05,0.00144257684893069,0.0340076686529823,0.999995864145498
"222","ENSG00000010292","NCAPD2",5630.09403521754,3.34468507736249e-05,0.00144248314671654,0.936936367830792,0.999995864145498
"223","ENSG00000010295","IFFO1",26.8287980189514,3.38520334397004e-06,0.00144268821585334,0.181623487687991,0.999995864145498
"224","ENSG00000010310","GIPR",23.4427166123327,-4.69937040991862e-07,0.0014426872236601,0.841916304715403,0.999995864145498
