,genomic element,overlaps,shuffle_overlap1,shuffle_overlap2,shuffle_overlap3,shuffle_overlap4,shuffle_overlap5,fe1,fe2,fe3,fe4,fe5,fe_mean,se
0,ce-11-beds/c-elegans-11-CDS.bed,2251,2123,2122,2088,2074,2070,1.0602920395666509,1.0607917059377945,1.0780651340996168,1.0853423336547734,1.08743961352657,1.074386165357081,0.005862672822990159
1,ce-11-beds/c-elegans-11-promoter.bed,62,59,36,41,52,53,1.0508474576271187,1.7222222222222223,1.5121951219512195,1.1923076923076923,1.169811320754717,1.3294767629725939,0.12441416552226849
2,ce-11-beds/c-elegans-11-exon.bed,2242,2183,2160,2147,2144,2169,1.027027027027027,1.037962962962963,1.0442477876106195,1.0457089552238805,1.033656062701706,1.0377205591052392,0.0034449216497774034
3,ce-11-beds/c-elegans-11-five_prime_UTR.bed,222,308,285,293,292,312,0.7207792207792207,0.7789473684210526,0.757679180887372,0.7602739726027398,0.7115384615384616,0.7458436408457694,0.012746061632226089
4,ce-11-beds/c-elegans-11-three_prime_UTR.bed,127,321,328,349,331,327,0.3956386292834891,0.3871951219512195,0.3638968481375358,0.38368580060422963,0.38837920489296635,0.3837591209738881,0.005332866273945615
5,ce-11-beds/c-elegans-11-intron.bed,3210,3166,3154,3147,3167,3153,1.0138976626658245,1.0177552314521243,1.0200190657769304,1.0135775181559836,1.0180780209324454,1.0166654997966615,0.0012574913283990114
6,ce-11-beds/c-elegans-11-gene.bed,3126,3074,3058,3078,3057,3074,1.0169160702667535,1.0222367560497057,1.0155945419103314,1.0225711481844946,1.0169160702667535,1.0188469173356078,0.0014730103298508334
7,ce-11-beds/c-elegans-11-lincRNA.bed,218,183,196,210,202,205,1.1912568306010929,1.1122448979591837,1.0380952380952382,1.0792079207920793,1.0634146341463415,1.0968439043187872,0.026486733525070878
8,ce-11-beds/c-elegans-11-miRNA.bed,18,4,3,6,1,4,4.5,6.0,3.0,18.0,4.5,7.2,2.7413500323745597
9,ce-11-beds/c-elegans-11-ncRNA.bed,515,146,147,146,153,151,3.5273972602739727,3.503401360544218,3.5273972602739727,3.366013071895425,3.410596026490066,3.466960995895531,0.03316660776728701
10,ce-11-beds/c-elegans-11-TSS_region.bed,1151,638,639,664,630,637,1.8040752351097178,1.8012519561815337,1.733433734939759,1.826984126984127,1.8069073783359497,1.7945304863102174,0.015930347868311052
